NO_OF_SAMPLES	23292
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:05:44.077	92468.31079140
FIRST_SAMPLE	709
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11051M
FORCE_PLATE_CORNER_POSX_POSY_X	345.292211
FORCE_PLATE_CORNER_POSX_POSY_Y	2049.128056
FORCE_PLATE_CORNER_POSX_POSY_Z	-1.250600
FORCE_PLATE_CORNER_NEGX_POSY_X	741.362512
FORCE_PLATE_CORNER_NEGX_POSY_Y	2051.770926
FORCE_PLATE_CORNER_NEGX_POSY_Z	-0.121500
FORCE_PLATE_CORNER_NEGX_NEGY_X	745.330393
FORCE_PLATE_CORNER_NEGX_NEGY_Y	1457.235217
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-0.422700
FORCE_PLATE_CORNER_POSX_NEGY_X	349.260181
FORCE_PLATE_CORNER_POSX_NEGY_Y	1454.592466
FORCE_PLATE_CORNER_POSX_NEGY_Z	-1.551900
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
792	0.65917	-0.569000	0.936707	648.843750	-18.817383	5.732666	-0.196053	-8.835203	-29.001409	0.000000	
793	0.66000	-0.300934	1.026306	648.843750	-18.686523	5.742188	-0.140289	-8.849877	-28.799728	0.000000	
794	0.66083	-0.836700	0.937408	648.843750	-18.594727	5.794189	-0.177437	-8.930023	-28.658250	0.000000	
795	0.66167	-0.212875	0.755432	648.468750	-18.676758	5.851562	-0.158798	-9.023662	-28.801323	0.000000	
796	0.66250	-0.389023	1.297180	649.187500	-18.696289	5.668701	-0.196121	-8.731994	-28.799521	0.000000	
797	0.66333	-0.477905	1.387695	649.187500	-19.011719	5.913330	-0.121777	-9.108817	-29.285405	0.000000	
798	0.66417	-0.389832	1.116882	648.843750	-18.868164	5.845703	-0.214622	-9.009416	-29.079673	0.000000	
799	0.66500	-0.924530	1.207520	649.906250	-18.692383	5.933594	-0.140472	-9.129923	-28.761660	0.000000	
800	0.66583	-1.102295	1.388672	649.906250	-19.056641	6.033447	-0.159058	-9.283566	-29.322138	0.000000	
801	0.66667	-1.012573	1.660889	648.500000	-18.975586	6.070801	-0.195953	-9.361297	-29.260734	0.000000	
802	0.66750	-1.459106	1.389221	650.281250	-18.967773	6.021240	-0.252029	-9.259440	-29.168569	0.000000	
803	0.66833	-1.280640	1.388733	650.281250	-18.788086	6.062988	-0.196281	-9.323640	-28.892246	0.000000	
804	0.66917	-1.370239	1.390137	649.156250	-18.788086	6.059082	-0.121750	-9.333781	-28.942317	0.000000	
805	0.67000	-0.566437	1.568604	649.187500	-18.750977	6.052002	-0.214653	-9.322425	-28.883761	0.000000	
806	0.67083	-1.638428	1.300903	648.843750	-18.831055	6.013916	-0.140282	-9.268666	-29.022480	0.000000	
807	0.67167	-1.191528	1.388855	649.906250	-18.788086	6.101562	-0.159035	-9.388373	-28.908917	0.000000	
808	0.67250	-1.369690	1.571167	648.843750	-18.794922	6.129639	-0.158844	-9.447018	-28.966792	0.000000	
809	0.67333	-1.726990	1.573242	647.781250	-18.751953	6.222900	-0.068439	-9.606484	-28.947971	0.000000	
810	0.67417	-1.546875	1.750366	650.625000	-18.846680	6.266602	-0.087566	-9.631664	-28.967039	0.000000	
811	0.67500	-1.458069	1.751709	649.156250	-18.935547	6.162109	-0.143028	-9.492490	-29.169475	0.000000	
812	0.67583	-1.726807	1.389954	650.281250	-18.877930	5.976318	-0.066227	-9.190359	-29.030408	0.000000	
813	0.67667	-1.278381	1.929932	651.000000	-18.850586	6.240479	-0.087643	-9.585989	-28.956353	0.000000	
814	0.67750	-1.547302	1.568909	651.343750	-18.793945	6.231201	-0.013397	-9.566686	-28.854112	0.000000	
815	0.67833	-1.369446	1.570435	649.562500	-18.838867	6.307373	-0.068779	-9.710187	-29.002393	0.000000	
816	0.67917	-1.188782	2.020020	651.000000	-18.854492	6.279541	-0.087643	-9.645992	-28.962354	0.000000	
817	0.68000	-1.011292	1.748535	651.000000	-18.844727	6.250000	0.023824	-9.600614	-28.947353	0.000000	
818	0.68083	-1.724243	1.838867	652.812500	-18.892578	6.261230	-0.013675	-9.591162	-28.940282	0.000000	
819	0.68167	-1.279724	1.568604	651.000000	-18.837891	6.311523	-0.050482	-9.695120	-28.936852	0.000000	
820	0.68250	-1.456055	2.019653	652.093750	-18.989258	6.234619	-0.013537	-9.560925	-29.120441	0.000000	
821	0.68333	-1.457397	1.658264	652.093750	-18.841797	6.376709	-0.143562	-9.778822	-28.894307	0.000000	
822	0.68417	-1.726196	1.479492	651.000000	-19.013672	6.402100	-0.069065	-9.834254	-29.206869	0.000000	
823	0.68500	-2.170044	2.204468	649.906250	-19.129883	6.456299	0.042610	-9.934200	-29.434834	0.000000	
824	0.68583	-1.814148	1.749939	651.687500	-18.979492	6.505371	0.005116	-9.982348	-29.123609	0.000000	
825	0.68667	-1.992737	1.750854	651.343750	-19.023438	6.569824	-0.050543	-10.086570	-29.206448	0.000000	
826	0.68750	-2.082153	1.660339	651.687500	-18.796875	6.460693	0.023691	-9.913791	-28.843387	0.000000	
827	0.68833	-2.082153	1.751465	651.000000	-18.845703	6.566650	0.005245	-10.087021	-28.948853	0.000000	
828	0.68917	-1.901672	2.110352	652.812500	-18.768555	6.680664	0.079185	-10.233664	-28.750299	0.000000	
829	0.69000	-2.080811	2.113159	650.625000	-19.082031	6.602051	0.116768	-10.147244	-29.328770	0.000000	
830	0.69083	-1.728638	0.847198	651.000000	-18.902344	6.579590	0.153839	-10.106897	-29.035858	0.000000	
831	0.69167	-2.170654	2.206421	648.125000	-18.817383	6.703613	0.114536	-10.343087	-29.033570	0.000000	
832	0.69250	-1.813110	2.020874	651.687500	-18.989258	6.647217	0.097977	-10.200007	-29.138595	0.000000	
833	0.69333	-2.170776	1.932739	650.625000	-18.763672	6.740967	0.021179	-10.360756	-28.839457	0.000000	
834	0.69417	-1.995056	1.118164	651.687500	-19.133789	6.782715	0.132408	-10.407925	-29.360375	0.000000	
835	0.69500	-2.172485	1.572571	649.562500	-19.018555	6.704346	0.077110	-10.321325	-29.279022	0.000000	
836	0.69583	-2.173096	1.300049	651.000000	-18.917969	6.918213	0.113949	-10.627055	-29.059860	0.000000	
837	0.69667	-2.173218	1.391907	649.562500	-18.920898	6.952637	0.132805	-10.703569	-29.128680	0.000000	
838	0.69750	-2.171997	1.388062	653.156250	-19.233398	6.812988	0.132118	-10.430871	-29.446857	0.000000	
839	0.69833	-2.170898	1.659058	653.156250	-19.109375	6.990234	0.206375	-10.702239	-29.256973	0.000000	
840	0.69917	-2.261353	1.388733	652.812500	-19.010742	6.844971	0.132172	-10.485355	-29.121290	0.000000	
841	0.70000	-2.260864	1.478638	653.156250	-18.924805	6.704102	0.171982	-10.264162	-28.974391	0.000000	
842	0.70083	-2.351807	1.301697	649.906250	-19.275391	6.982178	0.281326	-10.743361	-29.658725	0.000000	
843	0.70167	-2.171997	1.388062	653.156250	-19.054688	6.990479	0.132103	-10.702613	-29.173245	0.000000	
844	0.70250	-2.352539	0.938049	652.093750	-19.260742	7.054443	0.188019	-10.818143	-29.536769	0.000000	
845	0.70333	-2.165161	1.299255	651.687500	-18.962891	7.131348	0.188057	-10.942895	-29.098135	0.000000	
846	0.70417	-2.173706	1.210449	650.281250	-19.048828	6.917725	0.262650	-10.638050	-29.293214	0.000000	
847	0.70500	-2.621826	0.669708	650.281250	-19.251953	7.043945	0.206940	-10.832152	-29.605579	0.000000	
848	0.70583	-2.531494	0.848602	651.687500	-19.081055	7.047852	0.243797	-10.814772	-29.279455	0.000000	
849	0.70667	-2.265991	0.488861	649.562500	-19.068359	7.091553	0.207062	-10.917429	-29.355696	0.000000	
850	0.70750	-2.175049	0.849182	650.281250	-19.214844	6.988770	0.188377	-10.747303	-29.548513	0.000000	
851	0.70833	-2.531372	0.939697	650.968750	-19.305664	7.295410	0.259766	-11.207005	-29.656822	0.000000	
852	0.70917	-2.533569	0.398499	650.281250	-19.199219	7.117676	0.188362	-10.945534	-29.524485	0.000000	
853	0.71000	-2.443604	0.670013	649.562500	-19.075195	7.085205	0.095661	-10.907657	-29.366220	0.000000	
854	0.71083	-2.802856	0.129402	649.156250	-19.190430	7.143311	0.185875	-11.003993	-29.562112	0.000000	
855	0.71167	-2.527710	0.030353	649.562500	-18.874023	7.188477	0.244186	-11.066643	-29.056516	0.000000	
856	0.71250	-2.980225	0.492371	648.125000	-19.247070	7.207031	0.186073	-11.119817	-29.696541	0.000000	
857	0.71333	-2.616211	0.401062	648.125000	-19.109375	7.362061	0.148926	-11.359013	-29.484089	0.000000	
858	0.71417	-2.705566	0.219490	649.156250	-19.103516	7.323975	0.278687	-11.282299	-29.428224	0.000000	
859	0.71500	-2.793457	0.581055	649.156250	-19.162109	7.285156	0.241570	-11.222500	-29.518486	0.000000	
860	0.71583	-3.242554	-0.048891	648.125000	-19.094727	7.304688	0.204613	-11.270492	-29.461487	0.000000	
861	0.71667	-2.796265	-0.050100	648.125000	-19.093750	7.391602	0.223183	-11.404593	-29.459981	0.000000	
862	0.71750	-3.688354	0.042646	648.125000	-19.186523	7.323730	0.204628	-11.299873	-29.603122	0.000000	
863	0.71833	-3.242798	-0.047733	647.031250	-18.960938	7.375244	0.353333	-11.398590	-29.304516	0.000000	
